,idx,nid
309,146507,"[4224298, 4224600, 4227452, 4210484, 4227517, 4232295, 4218544, 4228473, 4475116]"
310,133424,"[4758604, 4757454, 4800706, 4787089, 4783009]"
311,97629,"[4317525, 4317115, 4316956, 4316917, 4316809, 4316088, 4316062, 4313670, 4313627, 4313615]"
312,146233,"[4325837, 4399120, 4374627, 4396812, 4417923]"
313,145791,"[4222213, 4224351, 4226776, 4215329, 4242090, 4334444]"
314,136876,"[4255267, 4254455, 4639482, 4303446, 4305105, 4684940, 4765189, 4791596, 4791594, 4791593]"
315,148666,"[4221703, 4243798, 4242935, 4243576, 4243584, 4243731, 4297810, 4247582, 4280347, 4277860]"
316,148338,"[4575651, 4335765, 4281062, 4277702, 4748386, 4784084]"
317,134899,"[4257807, 4256635, 4255583, 4307161, 4673892, 4789801, 4256233, 4196193, 4212746, 4208910]"
318,134835,"[4283751, 4426971, 4276402, 4257871, 4739280]"
319,134977,"[4436115, 4499948, 4680627, 4667949]"
320,155533,"[4385137, 4385459, 4395788, 4382358]"
321,100959,"[2790781, 4272659, 4330120, 4317839]"
322,122995,"[4396054, 4397028, 4391491]"
323,133071,"[4394067, 4386404, 4389333, 4396053, 4393608, 4393614, 4416824]"
324,133447,"[4360050, 4355055, 4350509, 4350103, 4381162, 4362604, 4759086]"
325,147368,"[4235596, 4190479, 4510451, 4319887, 4222750, 4291024, 4234932, 4247108, 4246958, 4774510]"
326,119404,"[4225382, 4227756, 4303672, 4539206]"
327,128659,"[4366918, 4363421, 4352765, 4347247, 4347944, 4416358]"
328,120581,"[4362211, 4371882, 4368408, 4367666, 4416035, 4424951, 4395831, 4393496]"
329,128598,"[4350760, 4363093, 3903346, 4169204, 4578464, 4099704, 4349379, 4741840]"
330,138595,"[4363094, 4394169, 4399651, 4394597]"
331,118309,"[4284970, 4258353, 4257873, 4746747, 4719708, 4717940, 4674867, 4757528]"
332,113356,"[4717864, 4716037, 4773811]"
333,144918,"[4354789, 4437120, 4429745, 4652877, 4717900, 4695909, 4766103, 4762379, 4788676, 4786802]"
334,146309,"[4357000, 4374413, 4426572]"
335,139440,"[4517710, 4459725, 4388813, 4425057, 4422241, 4395457, 4375976, 4440565, 4756272]"
336,138404,"[4186596, 4355153, 4185765, 4212942, 4389025, 4334871, 4259913, 4751930, 4681688, 4802494]"
337,153415,"[4323699, 4328737, 4330797, 4496797, 4577373, 4342001, 4337733, 4379969, 4544018]"
338,140695,"[4394087, 4393054, 4392663, 4387333, 4381509, 4381477, 4379681, 4377643, 4416183, 4395951]"
339,127865,"[4733763, 4311197, 4270096, 4260259, 4257494, 4257445, 4257309, 4257252, 4256675, 4255957]"
340,123268,"[4663541, 4693024, 4756564, 4777460, 4780991, 4793635, 4800905]"
341,124212,"[4217908, 4485999, 4371371, 4232336, 4228268, 4227076, 4644042, 4367836, 4319176, 4241346]"
342,134874,"[4436000, 4437089, 4416242, 4694519]"
343,133460,"[4790257, 4790255, 4790254]"
344,120791,"[4654342, 4659755, 4667106]"
345,73462,"[4216130, 4190817, 4192388, 4215565, 4199343, 4218083, 4218025, 4751336]"
346,144799,"[4250228, 4259709, 4281948, 4249717, 4268782, 4785528]"
347,102872,"[4263534, 4538323, 4361326, 4505929, 4305342, 4401206, 4763050]"
348,136868,"[4346375, 4333652, 4314784, 4590268, 4555777, 4483702, 4481470, 4473013, 4451094, 4433936]"
349,87182,"[4550645, 4256028, 4050775, 4246286, 4249587, 4530359, 4730264, 4772428]"
350,136821,"[4194342, 4193370, 4192193, 4191835, 4189068, 4187185, 4177475, 4167776, 4164691, 4141619]"
351,147834,"[4343690, 4334728, 4355041]"
352,104374,"[4368429, 4359819, 4337212, 4711680, 3853636, 4595742]"
353,145349,"[4164915, 4336525, 4336460, 4339944]"
354,137971,"[4644407, 4733254, 4724415, 4717862, 4660935, 4692055, 4663381, 4799154, 4786018, 4792088]"
355,151252,"[4401232, 4399479, 4801532]"
356,155085,"[4399662, 4400869, 4476048]"
357,153951,"[4436680, 4436664, 4436580, 4435877, 4435564, 4430476, 4435617]"
358,152090,"[4346342, 4296583, 4542249, 4313114]"
359,155501,"[4387045, 4391264, 4376141, 4389356]"
360,152254,"[4720475, 4435993, 4421894, 4319203, 4378781, 4388701, 4379567]"
361,138895,"[4317054, 4299876, 4417505, 4394431, 4245657, 4607531, 4694820]"
362,100759,"[4328590, 4334130, 4352774, 4340106, 4334021, 4386911, 4366936]"
363,118928,"[4797241, 4361281, 4363566, 4494212, 4641599, 4416921, 4573319, 4706201]"
364,112026,"[4207425, 4255060, 4282252, 4707476, 4252585, 4751050, 4696249, 4751932, 4779764, 4799049]"
365,121971,"[3914690, 3915215, 4241446, 4337221]"
366,96740,"[2981283, 3090052, 2991823, 4599934, 3783140, 4445369, 4445102]"
367,150545,"[4283807, 4349936, 4638626]"
368,148697,"[4484854, 4671919, 4248429, 4253052, 4248437]"
369,143539,"[4226482, 4351327, 4344818, 4252661, 4249790, 4261970, 4764102, 4763706, 4799559]"
370,148629,"[4263473, 4722035, 4457331, 4263188, 4266286]"
371,145162,"[4626006, 4590992, 4434171, 4429892, 4445665, 4431435, 4428328, 4461171, 4468433, 4461539]"
372,145592,"[4322514, 4333151, 4500788, 4371500, 4355227, 4322153, 4336670, 4756399, 4781578]"
373,142292,"[4253910, 4253376, 4252917, 4741072, 4703486, 4754544, 4782108, 4781744]"
374,140712,"[4394106, 4263754, 4503803, 4460083, 4343875, 4251964, 4398624, 4500590, 4247185, 4244142]"
375,134980,"[4334015, 4333750, 4333519, 4333347, 4332899, 4332055, 4332029, 4319560, 4191700, 4349095]"
376,114296,"[4341649, 4340378, 4337250, 4444663, 4372479, 4348400, 4334069]"
377,149445,"[4435506, 4461947, 4378746, 4373938, 4485235, 4366329, 4370641, 4362933, 4378693, 4433630]"
378,137935,"[4520437, 4669119, 4587893, 4284206, 4309604, 4371507]"
379,148695,"[4221302, 4216841, 4220341, 4291607]"
380,136835,"[4362477, 4362224, 4362156, 4361491, 4360547, 4360435, 4360154, 4359448, 4358462, 4357424]"
381,149601,"[4365491, 4361373, 4361321, 4418770]"
382,139450,"[4353469, 4365000, 4424379]"
383,142369,"[4602266, 4264771, 4448844, 4066691, 4066926, 4261377, 4317402, 4261223, 4329517, 4755088]"
384,144944,"[4380364, 4379110, 4377838, 4377808, 4377581, 4377551, 4377480, 4377448, 4377435, 4377430]"
385,100208,"[4713745, 4767855, 4798985]"
386,144743,"[4386213, 4378355, 4121895, 4307488, 4452632, 4366955, 4639390, 4367566, 4798347]"
387,142263,"[4499833, 4448251, 4432365, 4430549, 4425607, 4437243, 4429968, 4435486, 4430287, 4717854]"
388,139436,"[4377968, 4638227, 4336021, 4450012, 4284377, 4367041, 4279252, 4376002, 4609511, 4669347]"
389,142635,"[4327944, 4657008, 4337925, 4364309, 4336472, 4337917, 4373772, 4397119]"
390,134825,"[4426633, 4305954, 4748963, 4739961, 4751022, 4681772]"
391,137944,"[4270039, 4284825, 4672257]"
392,140692,"[4777021, 4776161, 4795392]"
393,134842,"[4691550, 4663640, 4663142, 4787302, 4803767]"
394,154328,"[4681884, 4681764, 4367583]"
395,137915,"[4390448, 4390112, 4283806, 4269026, 4584970, 4529853, 4450877, 4285710, 4285013, 4284985]"
396,137872,"[4452041, 3915770, 4596313]"
397,140787,"[4423736, 4744381, 4654366, 4663160, 4795337, 4801163]"
398,112419,"[4307459, 4329438, 4478440]"
399,155123,"[4651067, 4399460, 4399282, 4394883, 4396224, 4391920, 4740427, 4746647]"
400,129383,"[4282640, 4368882, 4368676, 4456851, 4390169, 4368944, 4282513, 4390949, 4377541, 4374264]"
401,137709,"[4707964, 4260405, 4751039, 4704369, 4695996]"
402,142306,"[4639728, 4420155, 4717912, 4746704, 4764038]"
403,121001,"[4102305, 4238630, 4234126, 4249574, 4502019]"
404,137972,"[4441370, 4433101, 4717865]"
405,124271,"[4271936, 4270258, 4306060, 4280490, 4305093, 4746721, 4688911, 4684926, 4760242, 4758836]"
406,142625,"[4399594, 4503149, 4459546, 4457350, 4450192, 4448484, 4434224, 4434210, 4419953, 4419600]"
407,143980,"[4496133, 4322621, 4296136, 4310598, 4370581, 4343164, 4305305, 4310618]"
408,130950,"[4550099, 4425388, 4442290, 4455273, 4083688, 4083276, 4264597, 4439867, 4265538, 4543915]"
409,137952,"[4364280, 4363644, 4362776, 4360460, 4360373, 4359376, 4359264, 4357769, 4357279, 4357086]"
410,149505,"[4372119, 4365503, 4356949, 4374947, 4505634, 4374396, 4370152, 4400490]"
411,147355,"[4212068, 4239788, 4217063, 4214517, 4232424, 4216511, 4227188, 4208579, 4503479, 4731199]"
412,149576,"[4281765, 4276193, 4286206, 4280047, 4287607]"
413,141180,"[4373759, 4371069, 4433556, 4377412, 4444082, 4415821, 4417565, 4744337, 4687766]"
414,149564,"[4315428, 4317910, 4317042, 4561287, 4320921]"
415,137921,"[4379181, 4379134, 4431744, 4746685, 4660594, 4760940, 4760183, 4793177]"
416,127370,"[4263146, 4294036, 4262920, 4279674, 4260927, 4795730, 4795728]"
417,127458,"[4656422, 4691957, 4685520]"
418,149546,"[4378555, 4432058, 4473851, 4354528, 4377603, 4423155, 4650911]"
419,129230,"[4429479, 4654990, 4725763, 4752445, 4762147, 4801998]"
420,141880,"[4176058, 4532243, 4267387, 4749711]"
421,109960,"[4238394, 4238176, 4230983, 4238555, 4235171, 4238051, 4237712, 4244500, 4239615, 4242568]"
422,154133,"[4418472, 4374953, 4416361]"
423,131637,"[4689429, 4689338, 4678338, 4673012, 4764858, 4773705, 4784637, 4785817]"
424,129044,"[4349514, 4298696, 4751060]"
425,147578,"[4272446, 4317158, 4346438, 4623737, 4800221]"
426,131579,"[4386943, 4284244, 4359820, 4180664, 4562932, 4185854, 4381522, 4361090, 4355493, 4721330]"
427,132454,"[4209391, 4164341, 4149399]"
428,139699,"[4193619, 4181951, 4181081, 4428783, 4376721]"
429,143214,"[4190604, 4183855, 4189365, 4496013, 4245659]"
430,144271,"[4242017, 4257462, 4257608, 4486903, 4510795, 4443448, 4282291, 4288402, 4745689, 4773321]"
431,148609,"[4242151, 4237735, 4246924, 4484499, 4252116, 4247342, 4382361]"
432,140271,"[4343216, 4343484, 4298980, 4352299, 4392246, 4378686, 4546114, 4339169, 4349551, 4382567]"
433,102772,"[2924627, 4339203, 4337990, 4365006, 4506466, 4748142, 4748144]"
434,122527,"[4272741, 4265362, 4259812, 4265019, 4265755, 4270569, 4265436, 4269120, 4263615, 4263670]"
435,141490,"[4225947, 4220627, 4229081, 4246682, 4216723, 4270822, 4215451, 4308609, 4257870, 4249020]"
436,114282,"[4290737, 4292849, 4296140, 4295523, 4292962, 4527210, 4510794, 4316636, 4302710, 4300789]"
437,144241,"[4524638, 4433626, 4394641]"
438,155410,"[4386653, 4389468, 4391333, 4445148]"
439,138094,"[4345362, 4334884, 4336426]"
440,119631,"[4186984, 4169179, 4210342, 4220075, 4171158, 4167603, 4170968, 4137076, 4689568]"
441,133492,"[4380255, 4509899, 4433634, 4446972, 4443920, 4749059, 4669047]"
442,97692,"[4504259, 4224827, 4214429, 4210643, 4216996, 4225030, 4310508, 4180645, 4187501, 4202788]"
443,99092,"[4253765, 4734833, 4751036]"
444,130997,"[4671252, 4673087, 4756198]"
445,139528,"[4280013, 4660706, 4786760]"
446,148267,"[4327877, 4421480, 4442956, 4427024, 4432475, 4755998, 4781132]"
447,134856,"[4610465, 4247481, 4446001, 4265040, 4249730, 4248713, 4247127, 4249473, 4249057, 4249034]"
448,148693,"[4446232, 4524669, 4656943]"
449,146897,"[4439859, 4310270, 4779981]"
450,145816,"[4194230, 4227308, 4192812, 4352772, 4366933, 4365118, 4751058, 4752595]"
451,149797,"[4352484, 4444316, 4739746, 4769651]"
452,36358,"[1826522, 4595018, 4424955, 4427586]"
453,115504,"[4266960, 4266518, 4265205, 4266099, 4277421, 4274218, 4274171, 4266396, 4264948, 4270333]"
454,148614,"[4397828, 4476308, 4361801, 4332622, 4355390]"
455,91056,"[2933027, 4164668, 4170569, 4193443, 4782704]"
456,91010,"[3731536, 4264752, 3686056, 3899294, 3643720, 3995135, 3730862]"
457,146548,"[4330111, 4486711, 4334826, 4339264, 4442186, 4446993, 4348157, 4574995, 4479942, 4573642]"
458,141104,"[4340511, 4340408, 4335946, 4346338, 4345276, 4340762, 4338016, 4357170, 4355428, 4346502]"
459,152119,"[4323492, 4330991, 4332214]"
460,139435,"[4336570, 4401052, 4399652, 4398684, 4424979, 4420938, 4420474, 4419294, 4418186, 4709340]"
461,154107,"[4352835, 4433106, 4503495]"
462,147366,"[4193965, 4203395, 4185073, 4195806, 4217458, 4266768]"
463,130983,"[4543375, 4452407, 4238361, 4537155, 4224552, 4594734, 4547638, 4139042, 4231978, 4249773]"
464,127359,"[4385523, 4355124, 4350253, 4368264, 4347892, 4349616, 4693198, 4651900]"
465,125423,"[4256760, 4282325, 4286491, 4272876, 4272444, 4266587, 4737057, 4658686, 4770641]"
466,145414,"[4312835, 4311367, 4334896, 4333589, 4324163, 4317808, 4314861, 4314677, 4314078, 4310596]"
467,137358,"[4235758, 4221269, 4188136, 4187207, 4563525, 4560736, 4233065, 4228751, 4226288, 4226160]"
468,130720,"[4313940, 4277891, 4339532, 4322485, 4298186, 4445504, 4308332, 4299188, 4298271, 4288583]"
469,141440,"[4374035, 4366367, 4366362, 4432595]"
470,111954,"[4256451, 4635621, 4256292, 4257155, 4341686, 4256187, 4256325, 4776620, 4782519]"
471,143925,"[4178532, 4172690, 4341606, 4447057, 4769313]"
472,152173,"[4336424, 4347404, 4344277, 4331892]"
473,157033,"[4397845, 4397850, 4419969, 4432146, 4418598, 4428494, 4419186, 4431093, 4573804]"
474,132933,"[4429990, 4422515, 4421573, 4450233, 4431465, 4430371, 4424464, 4420255, 4450775, 4432388]"
475,119506,"[4265565, 4260501, 4260061, 4329511, 4378907, 4282935]"
476,125416,"[4417929, 4397708, 4397290, 4746659, 4717853]"
477,104607,"[4222931, 4227086, 4249039]"
478,102803,"[4314831, 4536030, 3581604, 4318729, 4317891, 4318193, 4323429, 4549940, 4372131]"
479,154237,"[4640486, 4401465, 4446472, 4444805, 4447314]"
480,125436,"[4245603, 4254481, 4249588, 4273951, 4299413, 4736926, 4774087]"
481,149231,"[4336487, 4339906, 4354278, 4644843, 4468042]"
482,122473,"[4168583, 4172524, 4189701, 4468255, 4452042, 4169084, 4175973, 4169519, 4170437, 4169474]"
483,152265,"[4430795, 4425694, 4425440, 4430805, 4435570, 4739963]"
484,154136,"[4374435, 4393862, 4361388, 4375825, 4382908, 4399891, 4431745]"
485,131043,"[4238746, 4385630, 3999598, 4248076, 4231040, 4309064, 4244977, 4332637, 4260326]"
486,141878,"[4287395, 4349933, 4708102]"
487,147385,"[4244510, 4473869, 4288644, 4347501, 4586510]"
488,150280,"[4363112, 4519002, 4590823, 4433632]"
489,144798,"[4277940, 4287182, 4287929]"
490,136845,"[4389833, 4349714, 4348345, 4347089, 4346847, 4344292, 4350249, 4348991, 4347883, 4322418]"
491,137690,"[4289898, 4211530, 4230085, 4279804, 4537076, 4742915, 4806218]"
492,148063,"[4323550, 4339764, 4331593, 4332197, 4343677, 4334533, 4383867, 4671759]"
493,134847,"[4430881, 4367062, 4293030, 4432492, 4432805, 4428951, 4426660, 4440351, 4739863]"
494,16986,"[4503591, 2396561, 4241935, 4285225]"
495,144840,"[4287290, 4274093, 4264611, 4304577, 4304691, 4723402, 4683833, 4804340]"
496,136843,"[4274361, 4267210, 4275910, 4278811, 4280315, 4277167, 4635509, 4315913, 4607272, 4318819]"
497,145380,"[4138191, 4227041, 4167896, 4334605, 4168673]"
498,127125,"[4013772, 4321681, 3710372, 4297884, 4139623, 4569313, 4449573, 4349939, 4690284]"
499,125475,"[4299889, 4274958, 4272611, 4255077, 4250570, 4246135, 4244888, 4425962, 4248976, 4253291]"
500,120557,"[4016605, 3328976, 4290709, 3610077, 4179841, 4236254, 4274847]"
501,122160,"[4400259, 4352302, 4371247, 4356274, 4377424, 4362321, 4353706, 4416926, 4362318]"
502,144584,"[4360392, 4429149, 4762187]"
503,120165,"[4251319, 4245873, 4260698, 4235639, 4273213, 4257739, 4250668, 4564717, 4250899, 4249320]"
504,83260,"[4580926, 4265831, 4440926, 4425909, 4429960, 4746649, 4717859]"
505,129823,"[4298027, 4288112, 4349951, 4363755, 4343540, 4309942, 4293420, 4441299, 4288253, 4730276]"
506,94195,"[3767389, 4119168, 4252384, 4613270, 4251617, 4115731, 4238549, 4250072, 3809140, 4116308]"
507,141898,"[4184018, 4190257, 4187327, 4211393, 4230156, 4213556]"
508,49065,"[4290792, 4255096, 4675541, 4782606, 4804585]"
509,122476,"[4306080, 4310214, 4349950, 4662471]"
510,124238,"[4169784, 4161051, 4169454, 4176242, 4586737, 4174383, 4171724, 4170436, 4210177, 4176518]"
511,125457,"[4193338, 4545360, 4256132, 4241113, 4228572, 4226910, 4249667, 4227040, 4612042, 4240067]"
512,142803,"[4436749, 4416962, 4400312, 4398400, 4375159, 4565314, 4428637, 4396387, 4430020, 4417838]"
513,157519,"[4428236, 4428626, 4544019]"
514,146519,"[4427097, 4421758, 4429911, 4731394, 4427590, 4422352, 4428990]"
515,147886,"[4416602, 4421909, 4423260, 4556292]"
516,145335,"[4391327, 4386674, 4384713, 4377669, 4369819, 4396045, 4395885, 4394301, 4388283, 4385752]"
517,139558,"[4304829, 4305143, 4304279]"
518,31368,"[4309599, 4296454, 4448616, 4377950, 4351554, 4338588, 4327889, 4327403, 4326034, 4323111]"
519,106454,"[4458867, 4544016, 4746694]"
520,157012,"[4398206, 4421625, 4418405, 4399132, 4423083, 4455503, 4528199]"
521,97545,"[3439633, 3363018, 3896282, 4491880, 4194052, 4314659, 3378905, 3375782, 4379828, 3967664]"
522,119383,"[4720589, 4458945, 4262560, 4252124, 4256265]"
523,143185,"[4518824, 4379808, 4377255, 4432749, 4630760, 4677984]"
524,120196,"[4332556, 4318048, 4490247, 4328643]"
525,142382,"[4281526, 4280396, 4279702, 4759423]"
526,143564,"[4361290, 4354958, 4357920, 4348302, 4385528, 4348638, 4438002, 4738227, 4737080, 4663499]"
